Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
0.929042904290429,1.0,3,2,17,0.004482497697065404,16,0.2300813375735379,55,1.0,48,1
0.4768976897689769,1.0,3,2,17,0.0043097776023160944,16,0.22128944420162072,55,1.0,48,1
0.1254125412541254,0.5,2,2,5,0.0031583103039873666,16,0.16267682172217282,55,1.0,48,1
0.12871287128712872,0.5,2,0,36,0.008751151467298329,16,0.44736670233663406,55,1.0,48,0
0.30033003300330036,0.5,2,2,17,0.0005921831819976313,7,0.03876136456883718,47,0.0,48,0
0.8168316831683169,1.0,2,2,41,0.004901960784313725,16,0.2514330786196225,55,0.5,48,1
0.0165016501650165,0.0,0,2,22,0.0013488616923279378,7,0.08115671173140011,19,0.0,17,2
0.21617161716171618,0.5,0,2,22,0.0012501644953283326,7,0.0783516790841694,19,0.5,17,1
0.7343234323432344,1.0,2,2,17,0.0021713383339913143,7,0.12405947673999942,21,1.0,19,1
0.1419141914191419,0.5,0,2,12,0.0015133570206606133,7,0.09418713503175967,19,0.5,17,1
0.11551155115511551,0.0,2,2,22,0.0016778523489932886,7,0.10025605342791735,19,0.5,31,2
0.900990099009901,1.0,3,2,17,0.0035037504934859846,16,0.1802606084660072,55,1.0,48,1
0.6270627062706271,1.0,3,2,17,0.004375378339255166,16,0.2246286890365927,55,1.0,48,1
0.34653465346534656,0.5,2,2,38,0.0005592841163310962,7,0.03678193257538839,51,0.5,45,0
0.09075907590759076,0.0,3,2,46,0.004145282273983419,7,0.24349692953590524,14,1.0,12,1
0.6666666666666666,1.0,3,2,17,0.005625740228977497,16,0.28827529846384686,55,1.0,48,1
0.04950495049504951,0.0,2,2,18,0.001579122252928017,7,0.09452373894942735,14,1.0,12,2
0.46204620462046203,0.5,2,2,17,0.0035530990919857876,16,0.18277257800084068,55,1.0,48,0
0.17986798679867988,0.5,0,2,17,0.07389130148703778,10,0.04616832540388283,27,1.0,25,0
0.9818481848184819,1.0,3,2,15,0.003463613633372812,16,0.17821753991100928,55,1.0,48,1
0.0033003300330033004,0.0,3,2,7,0.0026648243189893407,8,0.17778883044373103,20,0.5,18,1
0.30363036303630364,0.5,2,1,41,0.0002631925253322806,16,0.015307942345275237,43,0.5,39,1
0.9933993399339934,1.0,3,2,17,0.00493485984998026,16,0.25310772497617817,55,1.0,48,1
0.33663366336633666,0.5,2,2,22,0.005132254243979471,16,0.26315560311551206,55,1.0,48,0
0.31683168316831684,0.5,2,2,7,0.00046058691933149106,16,0.025355820484609163,35,0.0,32,2
0.2260726072607261,0.5,2,2,36,0.279510461902882,11,0.12476952679517903,32,0.5,29,2
0.528052805280528,1.0,3,2,17,0.004221608106329781,16,0.21680139196605155,55,0.0,48,1
0.4290429042904291,0.5,2,2,22,0.004145282273983419,16,0.21291621241884245,55,0.5,48,0
0.9455445544554456,1.0,3,2,12,0.0021384392683247793,16,0.11076278466894753,55,1.0,48,1
0.731023102310231,1.0,2,2,17,0.001842347677325964,8,0.1267154658614967,20,1.0,18,1
0.1188118811881188,0.5,0,2,48,0.001842347677325964,8,0.13341740058043242,20,0.5,18,0
0.5478547854785478,1.0,3,2,12,0.0035827082510856687,16,0.18427975972174077,55,1.0,48,1
0.8135313531353136,1.0,3,2,37,0.0031583103039873666,2,0.12715924714598395,8,1.0,6,1
0.8597359735973598,1.0,0,2,10,0.00019739439399921044,16,0.011958649632163927,46,1.0,31,1
0.3481848184818482,0.5,2,2,48,0.001447558889327543,7,0.0902282710448621,19,0.5,17,2
0.9521452145214522,1.0,3,2,12,0.004805731017239111,16,0.24653473802669723,55,1.0,48,1
0.9867986798679869,1.0,2,2,22,0.005132254243979471,16,0.26315560311551206,55,1.0,48,1
0.599009900990099,1.0,3,2,12,0.0018851164626924597,16,0.097868007723469,8,1.0,6,1
0.40264026402640263,0.5,0,2,1,0.04378865640215818,10,0.025444576741506613,27,1.0,1,2
0.4966996699669967,1.0,3,2,22,0.0025003289906566652,8,0.1705510088906975,20,0.0,18,1
0.9422442244224423,1.0,3,2,22,0.0044742729306487695,16,0.229662675984399,55,1.0,48,1
0.7739273927392739,1.0,3,2,22,0.0044742729306487695,16,0.229662675984399,55,1.0,48,1
0.04785478547854786,0.0,3,2,40,0.005033557046979866,2,0.19131997300470072,8,0.5,6,0
0.8465346534653465,1.0,3,2,38,0.0020068430056586393,7,0.11485562036436955,26,1.0,23,2
0.8729372937293729,1.0,3,2,12,0.002839847348335307,16,0.1464662449907141,55,1.0,48,1
0.039603960396039604,0.0,2,2,34,0.0036517962889853926,16,0.18779651707050762,0,0.0,0,0
0.3432343234323432,0.5,2,1,17,0.0005263850506645612,16,0.02870511319772047,30,0.0,48,0
0.13366336633663367,0.5,2,2,17,0.0044742729306487695,16,0.229662675984399,55,1.0,48,0
0.6435643564356436,1.0,2,2,38,0.0023358336623239898,8,0.1595921231333973,20,0.0,18,1
0.6567656765676567,1.0,3,2,22,0.00695157257533886,16,0.3557635466330398,55,1.0,48,0
0.8927392739273927,1.0,3,2,12,0.0025551388340571126,16,0.13197385542108145,55,1.0,48,1
0.29042904290429045,0.5,2,2,22,0.0017765495459928938,12,0.0,37,0.0,34,2
0.8960396039603961,1.0,2,2,17,0.003128701144887485,16,0.16116964000127273,55,0.0,48,1
0.9438943894389439,1.0,3,2,12,0.0031583103039873666,16,0.16267682172217282,55,1.0,48,1
0.6221122112211221,1.0,3,2,17,0.005309909198578761,16,0.27219869344091263,55,1.0,48,1
